premise,hypothesis,label
Only occasional alcohol use,The person is employed part time.,False
Only occasional alcohol use,The person is employed.,False
Only occasional alcohol use,The person lives in a housing facility.,False
Only occasional alcohol use,The person lives in their own or their family's home.,False
Only occasional alcohol use,The person is a homemaker.,False
Only occasional alcohol use,The person wasn't a smoker in the past.,False
Only occasional alcohol use,The person is currently not a smoker.,False
Only occasional alcohol use,The person currently does not drink alcohol.,False
Only occasional alcohol use,The person did not drink alcohol in the past.,False
Only occasional alcohol use,The person is not employed.,False
Only occasional alcohol use,The person did not use cocaine in the past.,False
Only occasional alcohol use,The person wasn't a drug user in the past.,False
Only occasional alcohol use,The person did not use marijuana in the past.,False
Only occasional alcohol use,The person did not use opioids in the past.,False
Only occasional alcohol use,The person does not use cocaine.,False
Only occasional alcohol use,The person is not a drug user.,False
Only occasional alcohol use,The person does not use marijuana.,False
Only occasional alcohol use,The person does not use opioids.,False
Only occasional alcohol use,The person lives in their own or their family's home.,False
Only occasional alcohol use,The person is retired due to age or preference.,False
Only occasional alcohol use,The person is retired due to disability.,False
Only occasional alcohol use,The person is retired due to an unknown reason.,False
Only occasional alcohol use,The person is a student.,False
Only occasional alcohol use,The person used cocaine in the past.,False
Only occasional alcohol use,The person was a drug user in the past.,False
Only occasional alcohol use,The person used marijuana in the past.,False
Only occasional alcohol use,The person used opioids in the past.,False
Only occasional alcohol use,The person uses cocaine.,False
Only occasional alcohol use,The person is a drug user.,False
Only occasional alcohol use,The person uses marijuana.,False
Only occasional alcohol use,The person uses opioids.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person has access to transportation.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person was a smoker in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is able to obtain food on a consistent basis.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is currently a smoker.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person currently drinks alcohol.,True
Only occasionally drinks alcohol and he is a nonsmoker,The person drank alcohol in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is employed part time.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is employed.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person lives in a housing facility.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person lives in their own or their family's home.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is a homemaker.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person wasn't a smoker in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is currently not a smoker.,True
Only occasionally drinks alcohol and he is a nonsmoker,The person currently does not drink alcohol.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person did not drink alcohol in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is not employed.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person did not use cocaine in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person wasn't a drug user in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person did not use marijuana in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person did not use opioids in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person does not use cocaine.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is not a drug user.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person does not use marijuana.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person does not use opioids.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person lives in their own or their family's home.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is retired due to age or preference.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is retired due to disability.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is retired due to an unknown reason.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is a student.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person used cocaine in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person was a drug user in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person used marijuana in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person used opioids in the past.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person uses cocaine.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person is a drug user.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person uses marijuana.,False
Only occasionally drinks alcohol and he is a nonsmoker,The person uses opioids.,False
Part-time farmer,The person has access to transportation.,False
Part-time farmer,The person was a smoker in the past.,False
Part-time farmer,The person is able to obtain food on a consistent basis.,False
Part-time farmer,The person is currently a smoker.,False
Part-time farmer,The person currently drinks alcohol.,False
Part-time farmer,The person drank alcohol in the past.,False
Part-time farmer,The person is employed part time.,True
Part-time farmer,The person is employed.,False
Part-time farmer,The person lives in a housing facility.,False
Part-time farmer,The person lives in their own or their family's home.,False
Part-time farmer,The person is a homemaker.,False
Part-time farmer,The person wasn't a smoker in the past.,False
Part-time farmer,The person is currently not a smoker.,False
Part-time farmer,The person currently does not drink alcohol.,False
Part-time farmer,The person did not drink alcohol in the past.,False
Part-time farmer,The person is not employed.,False
Part-time farmer,The person did not use cocaine in the past.,False
Part-time farmer,The person wasn't a drug user in the past.,False
Part-time farmer,The person did not use marijuana in the past.,False
Part-time farmer,The person did not use opioids in the past.,False
Part-time farmer,The person does not use cocaine.,False
Part-time farmer,The person is not a drug user.,False
Part-time farmer,The person does not use marijuana.,False
Part-time farmer,The person does not use opioids.,False
Part-time farmer,The person lives in their own or their family's home.,False
Part-time farmer,The person is retired due to age or preference.,False
Part-time farmer,The person is retired due to disability.,False
Part-time farmer,The person is retired due to an unknown reason.,False
Part-time farmer,The person is a student.,False
Part-time farmer,The person used cocaine in the past.,False
Part-time farmer,The person was a drug user in the past.,False
Part-time farmer,The person used marijuana in the past.,False
Part-time farmer,The person used opioids in the past.,False
Part-time farmer,The person uses cocaine.,False
Part-time farmer,The person is a drug user.,False
Part-time farmer,The person uses marijuana.,False
Part-time farmer,The person uses opioids.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person has access to transportation.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person was a smoker in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is able to obtain food on a consistent basis.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is currently a smoker.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person currently drinks alcohol.,True
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person drank alcohol in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is employed part time.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is employed.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person lives in a housing facility.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person lives in their own or their family's home.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is a homemaker.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person wasn't a smoker in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is currently not a smoker.,True
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person currently does not drink alcohol.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person did not drink alcohol in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is not employed.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person did not use cocaine in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person wasn't a drug user in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person did not use marijuana in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person did not use opioids in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person does not use cocaine.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is not a drug user.,True
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person does not use marijuana.,True
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person does not use opioids.,True
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person lives in their own or their family's home.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is retired due to age or preference.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is retired due to disability.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is retired due to an unknown reason.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is a student.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person used cocaine in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person was a drug user in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person used marijuana in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person used opioids in the past.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person uses cocaine.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person is a drug user.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person uses marijuana.,False
"Patient admits alcohol use Drinking is described as social, Patient denies tobacco use, Patient denies illegal drug use, Patient denies STD history.",The person uses opioids.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person has access to transportation.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person was a smoker in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is able to obtain food on a consistent basis.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is currently a smoker.,True
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person currently drinks alcohol.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person drank alcohol in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is employed part time.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is employed.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person lives in a housing facility.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person lives in their own or their family's home.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is a homemaker.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person wasn't a smoker in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is currently not a smoker.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person currently does not drink alcohol.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person did not drink alcohol in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is not employed.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person did not use cocaine in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person wasn't a drug user in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person did not use marijuana in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person did not use opioids in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person does not use cocaine.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is not a drug user.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person does not use marijuana.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person does not use opioids.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person lives in their own or their family's home.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is retired due to age or preference.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is retired due to disability.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is retired due to an unknown reason.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is a student.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person used cocaine in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person was a drug user in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person used marijuana in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person used opioids in the past.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person uses cocaine.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person is a drug user.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person uses marijuana.,False
Patient admits tobacco use She relates a smoking history of 40 pack years.,The person uses opioids.,False
Patient denies alcohol use,The person has access to transportation.,False
Patient denies alcohol use,The person was a smoker in the past.,False
Patient denies alcohol use,The person is able to obtain food on a consistent basis.,False
Patient denies alcohol use,The person is currently a smoker.,False
Patient denies alcohol use,The person currently drinks alcohol.,False
Patient denies alcohol use,The person drank alcohol in the past.,False
Patient denies alcohol use,The person is employed part time.,False
Patient denies alcohol use,The person is employed.,False
Patient denies alcohol use,The person lives in a housing facility.,False
Patient denies alcohol use,The person lives in their own or their family's home.,False
Patient denies alcohol use,The person is a homemaker.,False
Patient denies alcohol use,The person wasn't a smoker in the past.,False
Patient denies alcohol use,The person is currently not a smoker.,False
Patient denies alcohol use,The person currently does not drink alcohol.,True
Patient denies alcohol use,The person did not drink alcohol in the past.,False
Patient denies alcohol use,The person is not employed.,False
Patient denies alcohol use,The person did not use cocaine in the past.,False
Patient denies alcohol use,The person wasn't a drug user in the past.,False
Patient denies alcohol use,The person did not use marijuana in the past.,False
Patient denies alcohol use,The person did not use opioids in the past.,False
Patient denies alcohol use,The person does not use cocaine.,False
Patient denies alcohol use,The person is not a drug user.,False
Patient denies alcohol use,The person does not use marijuana.,False
Patient denies alcohol use,The person does not use opioids.,False
Patient denies alcohol use,The person lives in their own or their family's home.,False
Patient denies alcohol use,The person is retired due to age or preference.,False
Patient denies alcohol use,The person is retired due to disability.,False
Patient denies alcohol use,The person is retired due to an unknown reason.,False
Patient denies alcohol use,The person is a student.,False
Patient denies alcohol use,The person used cocaine in the past.,False
Patient denies alcohol use,The person was a drug user in the past.,False
Patient denies alcohol use,The person used marijuana in the past.,False
Patient denies alcohol use,The person used opioids in the past.,False
Patient denies alcohol use,The person uses cocaine.,False
Patient denies alcohol use,The person is a drug user.,False
Patient denies alcohol use,The person uses marijuana.,False
Patient denies alcohol use,The person uses opioids.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person has access to transportation.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person was a smoker in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is able to obtain food on a consistent basis.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is currently a smoker.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person currently drinks alcohol.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person drank alcohol in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is employed part time.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is employed.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person lives in a housing facility.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person lives in their own or their family's home.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is a homemaker.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person wasn't a smoker in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is currently not a smoker.,True
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person currently does not drink alcohol.,True
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person did not drink alcohol in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is not employed.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person did not use cocaine in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person wasn't a drug user in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person did not use marijuana in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person did not use opioids in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person does not use cocaine.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is not a drug user.,True
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person does not use marijuana.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person does not use opioids.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person lives in their own or their family's home.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is retired due to age or preference.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is retired due to disability.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is retired due to an unknown reason.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is a student.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person used cocaine in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person was a drug user in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person used marijuana in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person used opioids in the past.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person uses cocaine.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person is a drug user.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person uses marijuana.,False
"Patient denies alcohol use, Patient denies illegal drug use, Patient denies STD history, Patient denies tobacco use.",The person uses opioids.,False
Patient denies illegal drug use,The person has access to transportation.,False
Patient denies illegal drug use,The person was a smoker in the past.,False
Patient denies illegal drug use,The person is able to obtain food on a consistent basis.,False
Patient denies illegal drug use,The person is currently a smoker.,False
Patient denies illegal drug use,The person currently drinks alcohol.,False
Patient denies illegal drug use,The person drank alcohol in the past.,False
Patient denies illegal drug use,The person is employed part time.,False
Patient denies illegal drug use,The person is employed.,False
Patient denies illegal drug use,The person lives in a housing facility.,False
Patient denies illegal drug use,The person lives in their own or their family's home.,False
Patient denies illegal drug use,The person is a homemaker.,False
Patient denies illegal drug use,The person wasn't a smoker in the past.,False
Patient denies illegal drug use,The person is currently not a smoker.,False
Patient denies illegal drug use,The person currently does not drink alcohol.,False
Patient denies illegal drug use,The person did not drink alcohol in the past.,False
Patient denies illegal drug use,The person is not employed.,False
Patient denies illegal drug use,The person did not use cocaine in the past.,False
Patient denies illegal drug use,The person wasn't a drug user in the past.,False
Patient denies illegal drug use,The person did not use marijuana in the past.,False
Patient denies illegal drug use,The person did not use opioids in the past.,False
Patient denies illegal drug use,The person does not use cocaine.,True
Patient denies illegal drug use,The person is not a drug user.,True
Patient denies illegal drug use,The person does not use marijuana.,True
Patient denies illegal drug use,The person does not use opioids.,True
Patient denies illegal drug use,The person lives in their own or their family's home.,False
Patient denies illegal drug use,The person is retired due to age or preference.,False
Patient denies illegal drug use,The person is retired due to disability.,False
Patient denies illegal drug use,The person is retired due to an unknown reason.,False
Patient denies illegal drug use,The person is a student.,False
Patient denies illegal drug use,The person used cocaine in the past.,False
Patient denies illegal drug use,The person was a drug user in the past.,False
Patient denies illegal drug use,The person used marijuana in the past.,False
Patient denies illegal drug use,The person used opioids in the past.,False
Patient denies illegal drug use,The person uses cocaine.,False
Patient denies illegal drug use,The person is a drug user.,False
Patient denies illegal drug use,The person uses marijuana.,False
Patient denies illegal drug use,The person uses opioids.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person has access to transportation.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person was a smoker in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is able to obtain food on a consistent basis.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is currently a smoker.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person currently drinks alcohol.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person drank alcohol in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is employed part time.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is employed.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person lives in a housing facility.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person lives in their own or their family's home.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is a homemaker.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person wasn't a smoker in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is currently not a smoker.,True
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person currently does not drink alcohol.,True
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person did not drink alcohol in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is not employed.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person did not use cocaine in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person wasn't a drug user in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person did not use marijuana in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person did not use opioids in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person does not use cocaine.,True
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is not a drug user.,True
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person does not use marijuana.,True
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person does not use opioids.,True
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person lives in their own or their family's home.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is retired due to age or preference.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is retired due to disability.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is retired due to an unknown reason.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is a student.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person used cocaine in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person was a drug user in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person used marijuana in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person used opioids in the past.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person uses cocaine.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person is a drug user.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person uses marijuana.,False
"Patient denies smoking, alcohol abuse, illicit drug use and STDs.",The person uses opioids.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person has access to transportation.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person was a smoker in the past.,True
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is able to obtain food on a consistent basis.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is currently a smoker.,True
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person currently drinks alcohol.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person drank alcohol in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is employed part time.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is employed.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person lives in a housing facility.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person lives in their own or their family's home.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is a homemaker.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person wasn't a smoker in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is currently not a smoker.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person currently does not drink alcohol.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person did not drink alcohol in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is not employed.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person did not use cocaine in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person wasn't a drug user in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person did not use marijuana in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person did not use opioids in the past.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person does not use cocaine.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is not a drug user.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person does not use marijuana.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person does not use opioids.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person lives in their own or their family's home.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is retired due to age or preference.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is retired due to disability.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is retired due to an unknown reason.,False
Patient has a history of smoking 1 pack of cigarettes per day and for the past 15 years,The person is a student.,False
